	amplitude	pitch	FM	AM2	entropy	pitchgoodness	meanfreq	vpitch	vFM	ventropy	vpitchgoodness	vmeanfreq	vAM	negPC1	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	Subpop	Population	Template	Target
68	1.638708688	0.734245801	0.689499577	0.888194664	0.923961707	0.418107693	1.315766125	0.089583056	0.280511412	0.43387121	0.468665109	0.332610524	0.856001247	3.383705247	-3.383705247	-0.128416183	0.131294768	-0.118705403	-0.044132368	-0.35132513	-0.209469391	-0.126229137	-0.30674778	0.162564797	0.030196202	0.096377285	0.005451001	Timor	Timor	filtered_YE189.xls	filtered_DP51LP79.xls
69	1.652965438	1.272326268	0.821985433	0.829862617	0.675068847	0.905384046	0.729453665	0.322462316	0.652325771	0.831597046	0.569544755	0.709704211	0.769643117	2.827584511	-2.827584511	-0.032137937	0.059424381	0.031714545	0.019471341	0.167101805	0.186099298	-0.333125173	0.197319687	-0.042681947	0.050173022	-0.116549058	0.040825092	Timor	Timor	filtered_YE41.xls	filtered_DP51LP79.xls
70	1.657753916	0.408864125	0.557241758	1.152489435	0.722537685	0.797739935	0.922734595	0.23303425	0.329459171	0.355443058	0.373319138	0.57195828	1.125548958	3.273927119	-3.273927119	0.053786182	0.00641039	-0.135016935	0.102191505	0.035927789	-0.625547309	-0.153188284	-0.33212954	-0.036369287	0.062156535	-0.149577542	-0.003476623	Timor	Timor	filtered_WH10.xls	filtered_DP77.xls
71	0.740486325	0.842705912	0.373276385	0.360641471	0.72006057	0.717135696	0.508857834	0.091107506	0.19966052	0.302599139	0.60204619	0.486286419	0.348884985	3.850654583	-3.850654583	-0.122742629	0.440861946	0.225372541	0.109706963	-0.078502489	-0.002226976	-0.269260556	0.174237238	-0.139030571	-0.213371058	-0.031026014	0.005221157	Timor	Timor	filtered_WH18.xls	filtered_DP77.xls
72	0.344534143	0.354771315	0.208514318	0.123607603	0.188769554	0.36092243	0.275326309	0.026548278	0.085435262	0.149126109	0.232438286	0.085459217	0.120726502	4.682752849	-4.682752849	-0.04407054	0.402169463	0.120268148	-0.028369011	0.101273799	-0.048572059	-0.131014547	0.101274153	-0.028588011	-0.042414656	0.000513483	0.01211508	Timor	Timor	filtered_YE182.xls	filtered_DP77.xls
73	3.513616063	2.088875697	1.420606923	0.986218259	1.170679356	0.911985718	1.070079487	0.308190259	0.615751036	0.543985519	0.751823152	0.796636668	0.957005225	2.133544062	-2.133544062	-0.713784497	0.034992118	0.127655672	0.327391705	-0.21480623	0.332780647	-0.675483483	0.096983725	0.189231595	0.326067361	0.028338081	0.011275457	Timor	Timor	filtered_YE188.xls	filtered_DP77.xls
74	3.020690985	0.415640976	0.297627631	0.389467772	0.230448214	0.509851231	0.688311778	0.060674741	0.118559213	0.227596265	0.144559017	0.355759331	0.384932828	4.1194317	-4.1194317	-0.726995042	-0.007623451	-0.07216405	-0.141179225	0.12767676	-0.306042052	-0.10517575	-0.059140784	-0.002909313	0.05105776	-0.144156408	-0.002887694	Timor	Timor	filtered_YE189.xls	filtered_DP77.xls
75	2.565691013	1.338379896	1.105668249	0.847914654	1.183385697	0.944561498	0.649637565	0.359510447	0.76286664	0.741163835	0.509707633	0.594831669	0.819941248	2.597326987	-2.597326987	-0.250017286	-0.026564554	0.344195616	0.076590519	0.113326166	0.153076269	-0.268207417	0.094133164	0.157525699	0.264769054	-0.121284845	0.017963633	Timor	Timor	filtered_YE41.xls	filtered_DP77.xls
76	2.172025031	0.915918283	1.210626545	1.672728229	0.766257801	0.81289391	1.441172238	0.364282748	0.747803846	0.868986739	0.772850936	1.098411247	1.652950814	2.005436278	-2.005436278	0.176272795	-0.237565632	-0.453840291	0.109202443	0.033779958	-0.505779691	-0.24582098	-0.210558178	-0.049582201	0.138397952	0.170746518	0.003765767	Timor	Timor	filtered_WH18.xls	filtered_WH10.xls
77	1.775664617	1.177738137	1.196685529	1.626444898	0.744089771	0.795978873	1.366190298	0.467919625	0.636639514	0.789291919	0.69318754	0.965717863	1.578903486	2.077782306	-2.077782306	0.245461646	-0.131393711	-0.374632119	0.133164065	0.060573099	-0.299351808	-0.502128085	-0.295670256	-0.049296701	0.224455033	0.088713113	0.020486758	Timor	Timor	filtered_YE182.xls	filtered_WH10.xls
78	2.294681626	1.761316546	1.873166827	1.73762505	1.111812641	1.598182868	2.083329206	0.619974733	1.159807525	1.122978901	1.539079295	1.420804469	1.770331579	0.628418796	-0.628418796	0.105087502	0.346551958	-0.39885016	0.154594976	0.119701477	-0.134042274	-0.439609257	0.017235539	-0.023607892	0.120687276	0.247023859	-0.01028557	Timor	Timor	filtered_YE188.xls	filtered_WH10.xls
79	1.146570522	0.612941481	0.680342797	0.971662867	0.913850026	0.630322823	2.333601931	0.289830332	0.428675502	0.521777697	0.430203792	0.649092546	1.087464956	2.908597798	-2.908597798	0.11084335	0.371599913	-0.394243632	-0.551058043	-0.402583141	-0.478511765	-0.234040934	-0.395069073	0.018277545	0.096421365	0.005923071	-0.078222476	Timor	Timor	filtered_YE189.xls	filtered_WH10.xls
80	1.738291056	1.317411286	1.290537853	1.447835668	0.998477566	1.555860305	1.243253754	0.555883496	1.134811123	1.027435416	0.950098544	0.866435361	1.42665477	1.630973893	-1.630973893	0.299917866	0.192712254	-0.098396142	0.117263878	0.342204392	-0.097387452	-0.222537297	0.031681077	0.131100119	0.152446756	-0.189386295	0.015718057	Timor	Timor	filtered_YE41.xls	filtered_WH10.xls
81	0.494442134	0.72073233	0.381996024	0.373241689	0.597020413	0.458867758	0.507566134	0.045286202	0.230115164	0.436989137	0.253242857	0.380289771	0.352458882	4.068855958	-4.068855958	0.03193073	0.219554563	0.1298524	-0.030056516	-0.137441048	0.057032899	-0.168882782	0.160970004	-0.106791912	-0.036026491	-0.042387071	0.013218205	Timor	Timor	filtered_YE182.xls	filtered_WH18.xls
82	4.166824012	0.717274148	0.995603867	0.774244765	0.633374018	0.995779703	1.396718368	0.177261268	0.342550629	0.810235683	1.531111802	0.506707324	0.75625093	2.616644622	-2.616644622	-0.954913115	0.339220588	-0.212403272	0.039903823	0.298658395	-0.105380026	0.219913407	-0.272636281	0.116581403	-0.43308963	0.393891273	0.009491033	Timor	Timor	filtered_YE188.xls	filtered_WH18.xls
83	4.018147088	0.979870163	0.547925683	0.74901954	0.971486318	0.77310824	1.174820725	0.162158213	0.297205617	0.414778658	0.540836799	1.065140052	0.729954141	2.946167377	-2.946167377	-0.930901813	-0.12053969	0.03346687	-0.114223346	-0.166983622	-0.399873173	-0.336424357	0.027481876	-0.178807045	-0.112195634	-0.096340559	-0.007061192	Timor	Timor	filtered_YE189.xls	filtered_WH18.xls
84	2.788903231	0.574453125	0.904335479	0.654282521	0.815101852	0.550105435	0.907558779	0.178224481	0.504407589	0.526468076	0.708864662	0.619569909	0.644866658	3.188469957	-3.188469957	-0.470059984	0.066906247	0.107914814	-0.097839275	0.106235106	-0.278690307	0.000546746	0.000489861	0.071124752	0.017080938	0.268963335	0.016159385	Timor	Timor	filtered_YE41.xls	filtered_WH18.xls
85	3.278638816	1.454546817	1.205023859	0.875081416	0.927177415	0.769514106	0.682969713	0.270376199	0.699631508	0.818495322	0.539146618	0.678211858	0.864755981	2.564806704	-2.564806704	-0.492660431	-0.215480423	0.136422607	0.135197683	0.081360752	0.229638303	-0.268346024	0.137177388	0.141411767	0.269538808	0.014023096	0.006758888	Timor	Timor	filtered_YE182.xls	filtered_YE41.xls
86	1.320635429	1.16010647	1.122389164	0.87563046	0.806024197	0.931105275	1.025953777	0.225944865	0.800529555	1.082801911	1.019460591	0.638583154	0.860336467	2.531398812	-2.531398812	0.09435914	0.234235314	-0.070939049	0.052117483	0.08818377	0.258372343	0.024371885	0.204076222	0.068909334	-0.103440059	0.206131172	0.021329841	Timor	Timor	filtered_YE188.xls	filtered_YE41.xls
87	1.705144104	2.076748578	1.354939289	1.602684908	1.90018932	1.195386482	1.581226417	0.536445027	0.956006087	0.919251216	0.723176644	1.062005673	1.490786732	1.328290586	-1.328290586	0.237689373	0.026636038	0.174860862	0.122935912	-0.418264384	0.125296026	-0.696387238	-0.082309908	0.100331233	0.255525757	-0.214391175	0.048082427	Timor	Timor	filtered_YE189.xls	filtered_YE41.xls
88	4.064575611	2.570983596	2.049216206	1.312715968	1.25332378	1.373441208	1.568257878	0.320253927	0.81857243	0.707231416	1.28616907	1.24039747	1.278569771	1.084679136	-1.084679136	-0.870329358	0.205705719	-0.117749069	0.573912537	-0.312431831	0.369113329	-0.690658583	0.25402136	0.108874403	0.354776591	0.229043588	0.019250872	Timor	Timor	filtered_YE188.xls	filtered_YE182.xls
89	3.466014575	1.420961321	0.793648049	0.81150174	0.694790628	0.667947712	0.943984936	0.159899511	0.364899038	0.362604299	0.384155289	0.728651234	0.792900718	3.017328597	-3.017328597	-0.76011561	-0.122315008	-0.06607304	0.136959613	-0.164072808	-0.026540783	-0.527470757	0.055106878	0.064625811	0.176356866	-0.114438435	-0.002563045	Timor	Timor	filtered_YE189.xls	filtered_YE182.xls
90	1.576341013	2.221862999	1.862939291	1.888736182	2.054365432	1.27292283	1.211968953	0.395461078	0.742172899	0.94221765	1.078049166	1.136670963	1.880962481	1.032935804	-1.032935804	0.284551411	-0.028068039	0.137846674	0.771254535	-0.552559082	0.163536155	-0.571882023	-0.192734024	-0.026518657	0.269268105	0.09361448	-0.030254651	Timor	Timor	filtered_YE189.xls	filtered_YE188.xls
91	1.172101186	1.537188724	1.077263949	2.055079918	1.357215259	0.675263746	1.196448995	0.393865882	1.431837362	1.330266972	0.630336855	0.721369402	2.090535561	1.513262376	-1.513262376	0.902745798	-0.637254269	-0.284670257	0.200715672	-0.167501259	-0.055289248	-0.284213417	-0.100427288	0.567771503	0.085201904	-0.125818401	-0.046416705	Australia	Wild	Filtered_SecondRun_WB154.xls	Filtered_SecondRun_WB140.xls
92	4.016652448	1.059497981	1.101322124	1.066640404	1.387198794	0.883635333	1.429136314	0.267813737	1.009623074	2.020438686	0.687183679	1.047787256	1.086614718	1.757871209	-1.757871209	-0.340485585	-0.669916145	-0.039713574	-0.54130451	0.039074292	0.286225906	0.487205272	0.095193647	-0.087354126	-0.148227519	0.006964498	-0.022266043	Australia	Wild	Filtered_ThirdRun_WB144.xls	Filtered_SecondRun_WB140.xls
93	1.543578452	1.183185909	0.939532937	1.912575855	1.050724294	0.922226162	1.079103456	0.412506233	1.312002834	1.592319866	0.7183288	1.14144453	1.860785524	1.545870557	-1.545870557	0.743425145	-0.669275149	-0.344867574	0.025809849	0.130555073	-0.171025502	-0.078417398	0.07824254	0.092158883	-0.11297277	-0.131126237	0.015234537	Australia	Wild	Filtered_ThirdRun_WB152.xls	Filtered_SecondRun_WB140.xls
94	3.130551059	0.979245554	1.081148341	0.939004561	0.806122504	0.807959307	1.007006991	0.50239915	0.705983674	0.761683835	0.808977471	0.729857894	0.940852758	2.454964733	-2.454964733	-0.348824741	0.001718117	0.08793576	-0.141426534	0.427612267	-0.127233762	-0.298316966	-0.118974833	0.093505273	0.118557049	0.119783179	0.010370297	Australia	Wild	Filtered_ThirdRun_WB157.xls	Filtered_SecondRun_WB140.xls
95	1.148890649	1.28625007	0.808660792	0.921784322	1.225402944	1.205209987	1.592506197	0.33921933	1.392767679	1.3786091	1.039212568	0.694735387	0.945341723	2.001731228	-2.001731228	0.349139609	0.279292721	-0.012058456	-0.397619677	0.021551618	0.247679477	0.085655119	0.390039886	0.346762935	-0.300001662	-0.125614356	-0.002319435	Australia	Wild	Filtered_ThirdRun_Wb158.xls	Filtered_SecondRun_WB140.xls
96	0.869585439	1.237484195	0.588837117	0.773569989	1.000838431	0.579640264	1.028742118	0.063805482	1.008768999	0.976432916	0.445009328	0.535130838	0.794569153	2.991237395	-2.991237395	0.263081554	-0.052626254	-0.016077213	-0.161408213	-0.319468684	0.234189274	-0.061533244	0.423157673	0.313652146	-0.101281238	-0.107793686	-0.012546889	Australia	Wild	Filtered_ThirdRun_WB159.xls	Filtered_SecondRun_WB140.xls
97	5.805074203	1.320149435	1.734452178	2.223101681	1.09916354	1.485687491	1.773585479	0.505778595	1.277329527	2.458927966	0.830915769	1.732987569	2.199118925	0.152509307	-0.152509307	-0.33925203	-1.258539254	-0.679162716	-0.199893301	0.367618632	-0.099800231	0.414698363	-0.138947612	-0.281116283	0.123269962	-0.113629156	-0.013975614	Australia	Wild	Filtered_ThirdRun_WB144.xls	Filtered_SecondRun_WB154.xls
98	1.400644425	2.270516103	2.081083605	3.920716141	1.80524474	1.803289326	2.320733053	0.696481709	3.797503711	3.283916692	1.016262624	2.587550924	4.006961911	-2.382783273	2.382783273	2.241327882	-1.7850337	-1.143162625	-0.049968312	-0.018115099	-0.41442309	0.170646285	0.984558717	0.6265257	0.171698955	-0.368942863	-0.061636589	Australia	Wild	Filtered_ThirdRun_WB152.xls	Filtered_SecondRun_WB154.xls
99	2.772087033	0.902317238	2.17922624	2.480838388	1.566958785	1.730522788	1.988896774	0.653665785	2.860470188	2.020552836	1.151887578	1.120594706	2.437270251	-0.276649807	0.276649807	0.983120548	-0.528597668	-0.377551975	-0.249363529	0.547180606	-0.581450245	0.692155128	0.318429362	0.955636927	0.446461106	0.012137621	0.059048668	Australia	Wild	Filtered_ThirdRun_WB157.xls	Filtered_SecondRun_WB154.xls
100	1.036867567	1.185807848	1.555567128	1.082536629	1.244461849	1.372373653	2.603742436	0.341010758	0.933548308	0.546021124	0.758692983	0.955042386	1.018107005	1.93540944	-1.93540944	0.076504946	0.822496143	-0.26503245	-0.335618644	-0.469974748	-0.304157088	-0.187471364	0.068425277	0.068854765	0.446971587	0.067179771	0.060216437	Australia	Wild	Filtered_ThirdRun_Wb158.xls	Filtered_SecondRun_WB154.xls
101	0.917651279	0.307279082	0.747814432	0.747844156	0.904269338	0.555080347	0.788584371	0.154310004	0.428271202	1.140237685	0.286454601	0.702838289	0.778941957	3.329470071	-3.329470071	0.292774133	-0.168834086	0.04658711	-0.281024406	-0.002811515	-0.107025071	0.311514424	-0.020464173	-0.331442427	0.015532269	0.088618213	-0.020135929	Australia	Wild	Filtered_ThirdRun_WB159.xls	Filtered_SecondRun_WB154.xls
102	5.122030629	2.146290583	1.575124903	2.198130673	2.179110455	2.164180014	2.844416098	0.955966226	2.656985869	2.100377421	1.49703032	2.124575941	2.151615806	-1.282155001	1.282155001	-0.023449582	-0.427486902	-0.130686052	-0.754948276	0.291144706	-0.317211328	-0.247330118	0.529412167	0.453724583	-0.125205755	-0.42462451	0.036660524	Australia	Wild	Filtered_ThirdRun_WB152.xls	Filtered_ThirdRun_WB144.xls
103	7.490404793	1.634515717	2.281151319	1.618427073	1.816553366	2.10416264	2.018305482	0.750818541	1.229818492	1.753914009	1.631051683	1.34797172	1.588948212	-0.195531676	0.195531676	-1.294193031	-0.215816819	0.087369311	-0.127069692	0.593893746	0.003187366	0.247695556	-0.303788898	0.081574888	0.19705965	0.066723544	0.013118474	Australia	Wild	Filtered_ThirdRun_WB157.xls	Filtered_ThirdRun_WB144.xls
104	6.273831201	1.511254789	0.870401485	1.250327922	1.116708959	0.906301087	1.320106602	0.540341607	1.228212683	2.271177079	0.716314352	1.423793091	1.264084563	1.133036664	-1.133036664	-0.804125829	-1.194776554	-0.113505847	-0.713675794	0.496017473	0.341276086	0.06468977	0.164129641	-0.07457111	-0.270735476	-0.22378425	-0.022859828	Australia	Wild	Filtered_ThirdRun_Wb158.xls	Filtered_ThirdRun_WB144.xls
105	3.845087925	0.706949477	0.991368561	0.96897611	0.649368559	0.54955918	0.518948496	0.078440705	0.385653281	0.645009991	0.361016631	0.73491821	0.940745765	3.114214284	-3.114214284	-0.65729073	-0.488378051	-0.06335989	0.203377529	0.084020495	-0.289109404	0.029459385	-0.045823378	-0.032276138	0.209620379	0.104167286	0.005911674	Australia	Wild	Filtered_ThirdRun_WB159.xls	Filtered_ThirdRun_WB144.xls
106	2.388317416	2.275572989	2.511722354	2.178308403	1.640781624	1.86156278	2.235073698	0.949934613	2.438539346	2.755868509	1.526248719	2.230099477	2.121266039	-1.232968206	1.232968206	0.808624117	-0.412237331	-0.288315187	-0.465566077	0.447781029	0.408944773	-0.076255475	0.708492687	-0.115440972	0.254857768	0.205421627	0.077606881	Australia	Wild	Filtered_ThirdRun_WB157.xls	Filtered_ThirdRun_WB152.xls
107	1.14775986	1.059096419	1.536092211	1.889502522	0.967503878	1.921098509	2.676242323	0.351667586	2.876755932	2.718300628	0.975001973	1.765635103	1.855327777	0.043192558	-0.043192558	1.153455571	-0.352534273	-0.900243371	-0.893234032	0.152427718	-0.135611531	0.919820452	1.167769295	0.292651256	-0.035556488	-0.208251706	0.064012051	Australia	Wild	Filtered_ThirdRun_Wb158.xls	Filtered_ThirdRun_WB152.xls
108	0.762405398	1.226149706	1.096201046	1.414394454	1.109854577	0.928085608	1.206495399	0.343349568	1.904180309	1.305504129	0.537600497	1.042238021	1.721306626	1.695549359	-1.695549359	0.893276715	-0.369485872	-0.184875162	-0.168134089	0.013904153	-0.196393064	-0.044674051	0.621756221	0.486681534	0.177141255	-0.125104264	-0.174329587	Australia	Wild	Filtered_ThirdRun_WB159.xls	Filtered_ThirdRun_WB152.xls
109	1.408106664	0.780407378	1.560877071	1.005023674	1.430576311	2.079536228	1.99479891	0.261937805	1.976038892	1.33556687	1.374275539	1.088502265	1.003135821	1.288332919	-1.288332919	0.301615514	0.706711113	-0.022074063	-0.345062363	0.117661116	-0.300600305	0.741443754	0.808882092	0.340001614	-0.039064358	0.011913022	0.044122203	Australia	Wild	Filtered_ThirdRun_Wb158.xls	Filtered_ThirdRun_WB157.xls
110	1.580748417	0.746759559	1.08795052	1.012025818	1.315096459	1.574835126	1.42837035	0.268219175	1.369636341	1.115364283	0.915637245	0.730311952	1.079777032	2.052069604	-2.052069604	0.244290098	0.324509633	0.051030444	-0.185096919	0.097934314	-0.240267899	0.433449209	0.32011017	0.277282487	-0.033157371	-0.164470508	-0.031417748	Australia	Wild	Filtered_ThirdRun_WB159.xls	Filtered_ThirdRun_WB157.xls
111	0.715480874	0.719860282	0.809906366	0.393159732	0.683228596	0.477448687	1.211147054	0.206622154	0.455415676	0.989490727	0.494263841	0.592784251	0.421467702	3.369923233	-3.369923233	0.098006641	0.265302896	-0.002642376	-0.473609822	-0.040978794	0.222884481	0.023786394	0.131701722	-0.195447832	0.010230854	0.218679707	0.003392533	Australia	Wild	Filtered_ThirdRun_WB159.xls	Filtered_ThirdRun_Wb158.xls
112	1.423177079	1.258896436	1.581360272	2.054295164	2.658659369	1.361970984	1.264143893	0.428421276	1.239310341	1.985743717	0.877835121	1.006951254	2.056240053	0.789262932	-0.789262932	0.887224763	-0.539959883	0.314400662	0.147807422	-0.336180139	0.026964145	0.436670424	-0.327461581	0.021318548	0.012013022	-0.108634959	-0.043779084	Chicago	Dom	FiltTry1_NB.xls	FiltTry1_BL2PU2.xls
113	2.896830245	1.504671691	2.416919678	2.820696109	1.837857542	1.870419144	1.743685693	0.978659079	1.472790321	2.051893542	1.204168185	1.671626071	2.506494233	-0.577661863	0.577661863	0.728806592	-0.540529089	-0.201409347	0.152951299	0.480962992	-0.2746004	-0.057613494	-0.475238862	-0.225156389	0.484540866	0.034585265	0.183967947	Chicago	Dom	FiltTry1_OR286BK100.xls	FiltTry1_BL2PU2.xls
114	4.00832566	3.561155259	3.860705254	3.739647105	3.929282778	3.837252362	3.88224045	3.215521517	3.201422337	3.864358678	3.208601259	3.47323124	3.818365727	-6.407783969	6.407783969	1.543300586	0.188382118	0.728919169	-1.206253299	2.018719747	0.293128717	-1.48038769	-0.787381526	-0.582377287	0.34364914	-0.100195963	-0.004517329	Chicago	Dom	FiltTry1_Pi4.xls	FiltTry1_BL2PU2.xls
115	2.163105978	1.431960308	1.627025632	2.661337431	2.565257491	1.68888619	1.86115585	1.116651134	1.569730441	2.577882836	1.412610381	1.565577538	2.388262445	-0.614312019	0.614312019	1.110959101	-0.600749996	0.187289299	-0.364786466	0.435997557	-0.054526278	0.006498317	-0.61642776	-0.193210951	-0.210367171	-0.143529863	0.141471727	Chicago	Dom	FiltTry1_Pi9BK12.xls	FiltTry1_BL2PU2.xls
116	2.534296894	3.49809003	4.017879544	4.084256231	3.36249663	4.129281631	3.663264429	1.275815788	2.866526786	3.827937811	3.504826955	2.541821672	4.143462073	-5.137487801	5.137487801	1.423974718	0.2091158	-0.62948034	0.70709624	0.180706319	0.575927392	0.359751437	-0.170173674	-0.031735829	-0.154868542	0.121454856	-0.065366398	Chicago	Dom	FiltTry1_RB200.xls	FiltTry1_BL2PU2.xls
117	2.520408506	1.596984417	2.36197534	1.986545362	1.736412297	2.725708467	1.708077382	0.833504932	2.130031674	1.356884005	2.381534695	1.611129702	2.029336181	-0.607707496	0.607707496	0.367586806	0.69002475	0.072042931	0.431641081	0.733647334	-0.422923392	0.051366932	0.412383622	0.276021185	-0.041996758	0.192934338	0.005731326	Chicago	Dom	FiltTry1_Re194.xls	FiltTry1_BL2PU2.xls
118	1.83388338	1.574340491	2.272263891	2.651803697	2.103171336	2.499101012	1.72479111	0.892512197	1.734598423	2.68513256	2.127997948	2.212059758	2.666579196	-1.251485256	1.251485256	1.050614608	-0.238395082	-0.177668068	0.261247729	0.532896702	-0.128889302	0.319067807	0.013087581	-0.577921704	-0.311546157	0.152801936	-0.021236657	Chicago	Dom	FiltTry1_YE93.xls	FiltTry1_BL2PU2.xls
119	0.606233382	0.626268309	0.755742072	1.285587927	1.557661555	0.613507677	0.584285037	0.07658878	0.489327744	0.425738106	0.333376812	0.445310162	1.34300048	3.163448031	-3.163448031	0.475194481	-0.140180353	0.227429253	0.408989654	-0.436307069	-0.478727649	-0.020216192	-0.277586157	0.148545426	0.099255928	-0.064849802	-0.069699938	Chicago	Dom	FiltTry1_OR286BK100.xls	FiltTry1_NB.xls
120	2.29412861	1.364041797	1.802775436	1.673829975	3.32466103	0.887151652	1.540072043	0.43671506	0.650528026	2.372479343	0.635962068	0.578656454	1.557352705	1.056570431	-1.056570431	0.450593319	-0.628962031	0.7027227	-0.25417139	-0.653299445	0.665924488	0.635652729	-0.86148418	-0.10947953	0.147393688	0.063850113	0.018770323	Chicago	Dom	FiltTry1_Pi4.xls	FiltTry1_NB.xls
121	2.381758465	1.175443397	1.159737245	1.517107291	1.384847469	1.422599356	1.277204556	0.795854392	0.925029392	1.409810903	0.872857918	0.895048849	1.496610124	1.422172137	-1.422172137	0.293287329	-0.086913139	0.129624867	-0.206194044	0.512249457	-0.032641339	-0.224309983	-0.396440896	-0.073554467	0.059605075	-0.250584561	0.001475441	Chicago	Dom	FiltTry1_Pi9BK12.xls	FiltTry1_NB.xls
122	1.935739646	1.467896534	2.063996616	1.366696933	2.414038898	1.516722135	1.514973642	0.313538481	1.139929524	1.957989503	1.350306118	0.510510002	1.340576652	1.016009609	-1.016009609	0.281259316	0.147614478	0.375648501	0.108907673	-0.25431063	0.629737326	0.71207921	-0.189032432	0.228686411	0.054878297	0.234955425	0.005499921	Chicago	Dom	FiltTry1_RB200.xls	FiltTry1_NB.xls
123	1.411390564	0.875558758	1.396173649	1.248687994	3.223009793	0.914163273	0.805509495	0.197084074	0.901514054	1.120159583	0.747453881	0.473572645	1.195051207	2.061513957	-2.061513957	0.397684297	-0.111991672	1.068626689	0.160428204	-0.657756918	-0.078671385	0.501879916	-0.310803164	0.271856149	0.052893803	0.09159422	0.000892881	Chicago	Dom	FiltTry1_Re194.xls	FiltTry1_NB.xls
124	1.410551266	1.182913338	1.690410049	2.005853471	1.682872622	1.568761273	1.19527053	0.683434757	1.1363117	1.007458861	1.142944443	0.804495606	2.004338917	1.086570054	-1.086570054	0.686327481	0.104415836	0.0996204	0.423106382	0.269842284	-0.368261299	-0.171545124	-0.444748761	0.220686388	0.266432259	-0.027947749	-0.012566845	Chicago	Dom	FiltTry1_YE93.xls	FiltTry1_NB.xls
125	4.110015676	2.17471648	2.343284565	1.148639842	2.380458989	0.918703368	1.235153977	0.684836628	1.296925714	4.19303806	0.862871469	1.085845476	1.118929227	0.053139253	-0.053139253	0.110490581	-1.265419771	0.484829395	-0.920692322	0.295596662	2.078829829	0.921183294	-0.003178145	-0.445133198	0.094647338	0.272678457	0.020075543	Chicago	Dom	FiltTry1_Pi4.xls	FiltTry1_OR286BK100.xls
126	1.548420538	0.385923919	0.856746853	0.498510165	0.784924746	0.497145962	0.849375205	0.303562346	0.449604207	0.911435502	0.444673416	0.668411143	0.466386664	3.350638236	-3.350638236	-0.031910324	0.062602857	0.19779753	-0.43496955	0.23170727	-0.067263089	0.092528843	0.01041624	-0.242912017	0.085831358	0.221790213	0.040759547	Chicago	Dom	FiltTry1_Pi9BK12.xls	FiltTry1_OR286BK100.xls
127	2.613592322	2.308029709	2.938879222	3.686891489	1.973875023	3.214389806	3.304086404	0.985681628	2.522941541	2.863201011	2.955306362	1.871446284	3.488045646	-2.974860187	2.974860187	1.130241218	0.169815947	-1.03431279	0.482579707	0.441466522	-0.085052119	0.357251182	-0.240431502	0.337447538	-0.274851291	0.131951636	0.109413489	Chicago	Dom	FiltTry1_RB200.xls	FiltTry1_OR286BK100.xls
128	1.774515273	1.679416447	2.461293852	1.932648572	2.419471685	2.26930571	1.048609366	0.320892986	0.974347487	1.323291619	1.526372656	0.728810285	1.841923219	0.625847195	-0.625847195	0.309430023	0.375304991	0.340894971	1.043627637	-0.228576301	0.184824099	0.450242799	-0.273818145	0.087225394	0.304843382	0.067251804	0.025291115	Chicago	Dom	FiltTry1_Re194.xls	FiltTry1_OR286BK100.xls
129	1.682775952	0.329083743	0.664495641	0.566937716	0.778546759	1.141366523	0.626404839	0.269877967	0.686784432	0.644422412	0.931248348	0.620656247	0.576243505	3.165134708	-3.165134708	-0.092350007	0.395797304	0.240274874	-0.069310589	0.447071381	-0.336366743	0.187224686	0.171171571	-0.036754866	-0.228704	0.031427125	0.009217005	Chicago	Dom	FiltTry1_YE93.xls	FiltTry1_OR286BK100.xls
130	0.361326624	0.620413454	0.340624293	0.375876699	0.921550979	0.227818218	0.769726627	0.040725739	0.131739167	0.811890384	0.142645374	0.312177793	0.374039124	4.034893034	-4.034893034	0.160418762	0.050532128	0.166959874	-0.301416202	-0.318913036	0.212335825	0.021055633	-0.049396618	-0.179331724	-0.100160234	0.001466703	-0.007577943	Chicago	Dom	FiltTry1_Pi9BK12.xls	FiltTry1_Pi4.xls
131	3.231862966	1.976527932	3.035391468	2.247781558	3.29207091	3.147877808	1.774857213	1.23324881	1.886997601	1.948911485	2.072779712	1.731213994	2.250048545	-1.658044354	1.658044354	0.415291174	0.460909765	0.860300512	0.280361149	0.587196481	-0.063249504	0.099805458	-0.217105596	-0.123058224	0.40921315	-0.057148787	0.00207969	Chicago	Dom	FiltTry1_Re194.xls	FiltTry1_Pi4.xls
132	1.509858127	0.983858339	1.197459688	1.077909766	1.73029907	0.769730717	0.955602133	0.29899255	0.448703267	2.922132207	0.824746978	0.389214029	1.09493317	2.014584875	-2.014584875	0.526211049	-0.608337816	0.151524187	-0.398938972	0.052571276	1.160146622	0.944895786	-0.495174569	-0.40384949	-0.379718655	0.140903728	-0.042316128	Chicago	Dom	FiltTry1_YE93.xls	FiltTry1_Pi4.xls
133	3.382832102	1.442696026	2.387458857	2.074176283	2.141427921	3.042042631	2.348408409	1.290714752	1.922477622	2.56820889	2.385601368	1.799439021	2.036476461	-1.452783891	1.452783891	0.422538215	0.466176678	0.162558822	-0.393201621	1.142589212	-0.012692256	0.356376202	-0.163256468	-0.286638184	-0.191147256	0.001474964	0.045127511	Chicago	Dom	FiltTry1_RB200.xls	FiltTry1_Pi9BK12.xls
